t1Dragons,t2Dragons,t1Rift,t2Rift,t1TopTowerTaken,t1MidTowerTaken,t1BotTowerTaken,t2TopTowerTaken,t2MidTowerTaken,t2BotTowerTaken,topGoldDiff,jugGoldDiff,midGoldDiff,adcGoldDiff,supGoldDiff,gameLength,winningTeam,t1Top,t1Jug,t1Mid,t1Adc,t1Sup,t2Top,t2Jug,t2Mid,t2Adc,t2Sup
1,1,0,1,0,0,1,0,0,1,414,-2593,-4742,1941,663,1485,200,Teemo,Viego,Kayle,Aphelios,Nautilus,XinZhao,Tryndamere,Yasuo,Kaisa,Singed
0,1,1,0,0,0,0,0,0,0,-662,73,1887,1488,-611,1744,100,Yorick,Warwick,Ashe,Ezreal,Nami,Chogath,Hecarim,Veigar,Caitlyn,Xerath
2,0,0,1,0,0,0,0,0,0,-1583,-1414,-99,135,-230,1795,200,Riven,Tryndamere,Akali,Jhin,Leona,Warwick,MasterYi,Vladimir,Vayne,Renata
2,0,0,1,0,0,0,1,0,0,462,2155,27,1247,357,1180,100,Gragas,Udyr,Akshan,Samira,Nautilus,Irelia,Nunu,Zed,Kaisa,Soraka
2,0,1,0,0,0,0,0,1,0,2578,1909,1966,-52,1280,1222,100,Tryndamere,MasterYi,Lucian,Samira,Xerath,Kayn,Kindred,Leblanc,Ezreal,Janna
2,0,1,0,0,0,0,2,0,0,1837,601,3262,-209,33,1648,100,Gwen,Graves,Akali,Ashe,Neeko,Trundle,LeeSin,TwistedFate,Zeri,Xerath
1,1,0,1,0,0,0,0,0,0,-2229,121,-1212,-828,284,1442,200,Teemo,Kayn,Kaisa,Jinx,Blitzcrank,Yorick,Vi,Kassadin,KogMaw,Thresh
1,1,0,0,0,0,0,0,0,0,-1297,-132,-994,-1985,-350,1366,200,Riven,MasterYi,Zed,MissFortune,Nautilus,Teemo,Rammus,Leblanc,Tristana,Blitzcrank
1,1,1,0,0,0,0,0,1,0,-1008,731,372,1012,23,2313,200,Singed,RekSai,Viktor,Vayne,Pantheon,Kayle,MonkeyKing,Pyke,Draven,Yuumi
2,0,1,0,0,0,1,1,0,0,1821,2431,1607,-2680,-1515,1766,100,Mordekaiser,Kayn,Yasuo,Vayne,Nami,Yorick,LeeSin,Viktor,Samira,Pantheon
0,2,1,0,0,0,0,1,0,0,2102,3137,-2258,193,131,1322,100,Irelia,Hecarim,Fizz,Jhin,Taliyah,Sett,Ekko,Sejuani,Jinx,Sona
1,0,1,0,0,0,0,0,0,0,-1321,1516,-363,908,-82,2117,100,Jax,MasterYi,Veigar,Samira,Pantheon,Darius,Hecarim,Viktor,Zeri,Morgana
0,1,0,0,0,0,0,0,0,0,-1248,-35,-2751,-1135,1179,1734,200,Vayne,Zed,Ekko,Ashe,Lux,Sylas,Hecarim,Pyke,Twitch,Lulu
0,2,0,1,0,1,0,0,0,0,1205,-258,-298,-1789,1100,1651,200,Jax,Hecarim,Yasuo,Lux,Seraphine,Veigar,Volibear,Vex,Draven,Leona
1,0,1,0,0,0,0,0,0,0,2196,361,433,1183,504,933,100,Darius,FiddleSticks,Kassadin,Caitlyn,Karma,Riven,Nidalee,Vex,Jhin,Swain
0,2,0,1,0,0,0,0,0,0,832,-377,-1434,-1293,-544,1895,100,Fiora,Gwen,Anivia,Soraka,Lulu,Jax,RekSai,Vladimir,Jhin,Morgana
1,1,1,0,0,0,0,1,0,0,1464,988,1747,-1842,862,2199,100,Volibear,Vi,TwistedFate,Veigar,Ezreal,Sion,Diana,Fizz,Yasuo,Rell
1,1,0,1,0,1,0,0,0,0,2126,-1190,-2570,644,451,1844,100,Yone,Volibear,Malphite,Tristana,Leona,Nasus,Nocturne,Akshan,Caitlyn,Velkoz
1,0,0,1,0,0,0,1,0,0,669,-3010,-1482,1029,1082,1676,200,Sion,Trundle,Akali,Sivir,Zilean,Shen,MasterYi,Vladimir,Ezreal,Blitzcrank
0,2,0,0,0,0,0,1,0,0,2274,-404,881,-1923,-1866,1727,200,Sett,Nocturne,Neeko,Zeri,Nautilus,Tryndamere,Graves,Volibear,Kaisa,Karma
2,0,1,0,0,0,0,0,0,0,-449,-1424,-1330,601,530,2255,200,Singed,Diana,Viktor,Lucian,Nami,Aatrox,Nocturne,Chogath,KogMaw,Janna
1,1,1,0,0,0,0,0,0,0,184,-1153,-890,-934,-826,1668,200,Akali,Garen,Fizz,Jinx,Karma,Mordekaiser,MasterYi,Nasus,Ezreal,Lux
0,1,0,1,0,0,0,0,0,0,-249,-706,175,642,169,1267,100,Yone,Nocturne,Orianna,Vayne,Zilean,Singed,Nidalee,Rumble,MissFortune,Bard
0,2,0,0,0,0,0,1,0,0,2373,554,-1968,148,748,1670,200,Singed,LeeSin,Syndra,Kaisa,Pyke,TahmKench,Nunu,Yone,Xayah,Senna
1,1,0,0,0,0,0,0,0,0,196,-1700,275,-193,314,2189,200,Riven,Shyvana,Zoe,Lucian,Zilean,Poppy,Nocturne,Azir,Vayne,Karma
0,1,0,1,0,0,1,0,0,0,-689,-98,-211,520,-239,1580,200,Ornn,Zac,Viktor,Jinx,Lulu,Jax,Diana,Akshan,Zeri,Nami
2,0,0,0,0,0,0,1,0,0,2300,1622,-402,579,202,1688,100,Fiora,Zed,Ryze,Jhin,Nautilus,Garen,Kindred,Yone,Veigar,Lux
1,0,1,0,0,0,0,0,0,0,387,997,906,-207,693,1735,100,Sett,Shyvana,Talon,MissFortune,Taliyah,Gangplank,Olaf,Teemo,Zeri,Senna
1,0,0,1,0,1,0,1,0,1,3073,725,-431,1899,250,1281,100,Irelia,Teemo,Talon,Varus,Thresh,Darius,Sett,Annie,Vayne,Janna
1,1,1,0,0,0,0,0,0,0,748,-282,-1720,826,345,2125,100,Fiora,Sejuani,Zed,Jinx,Renata,Viego,Sion,Katarina,MissFortune,Rakan
1,0,1,0,0,0,0,0,0,1,-363,704,-208,2052,2079,1745,100,Singed,Hecarim,Kaisa,Ezreal,Lux,Sion,MasterYi,Yasuo,Vayne,Malphite
0,1,0,0,0,0,0,0,0,0,930,604,1500,-761,-1573,1602,200,Gangplank,Rengar,Kaisa,Jinx,Nautilus,Urgot,Hecarim,Xerath,Lucian,Pyke
1,1,0,0,0,0,0,0,0,0,-2393,929,-1634,1039,455,2000,200,Yone,MasterYi,Brand,Jhin,Rell,Akshan,Kayn,Garen,Vayne,Thresh
0,1,0,0,0,0,0,0,0,0,-316,-2077,-1038,1651,-442,1968,200,Urgot,Evelynn,Kayle,Aphelios,Braum,Lulu,MasterYi,Kaisa,Caitlyn,Veigar
1,0,0,0,0,0,0,0,0,0,-389,38,-87,2128,844,1649,100,Singed,Sejuani,Irelia,Jhin,Karma,Camille,Volibear,Akali,Twitch,Soraka
0,1,1,0,0,0,1,1,0,0,-695,1904,-952,-395,-436,1964,200,Irelia,Kindred,Orianna,Ezreal,Soraka,Yasuo,Ekko,Vladimir,Caitlyn,Nami
0,2,1,0,0,0,0,2,0,0,3210,-1948,-84,-159,-312,1955,200,Sion,LeeSin,Zeri,Caitlyn,Zyra,Gangplank,Kayn,Anivia,Ezreal,Thresh
0,2,1,0,0,0,1,1,0,0,-110,-1119,857,-3125,1169,1821,200,Nasus,Pantheon,Fizz,Aphelios,Soraka,Fiora,Viego,Veigar,Jhin,Leona
1,1,1,0,0,0,0,0,0,0,-475,-1870,-867,909,480,2157,200,Nasus,Vi,Kaisa,Samira,Nautilus,Jhin,Graves,Ekko,Jinx,Galio
2,0,0,1,0,0,0,0,0,0,231,2801,-964,-710,-1081,1698,100,Yorick,Viego,Kaisa,Kalista,Nautilus,Gnar,Graves,Kassadin,Veigar,Ziggs
1,1,1,0,0,0,0,1,1,0,1135,986,2622,-908,-750,1231,100,DrMundo,Diana,Yasuo,Ashe,Soraka,Sion,Vi,Malzahar,Kaisa,Pantheon
0,1,1,0,0,0,0,1,0,0,1940,-1517,2115,-279,242,2001,200,Sett,RekSai,Velkoz,Lucian,Yuumi,Shen,Khazix,Shaco,Kaisa,Lulu
1,0,1,0,0,0,1,1,0,0,1352,2804,1133,-2519,-893,1567,200,Garen,MasterYi,Viktor,Lucian,Rell,Gangplank,LeeSin,Sylas,Kaisa,Blitzcrank
0,1,1,0,0,0,0,1,1,0,3008,3107,-844,310,210,1508,100,Kennen,Kindred,Tristana,Aphelios,Braum,Kalista,RekSai,Yone,Ezreal,Karma
0,2,1,0,0,0,0,0,0,0,-1209,-1463,1863,-574,-371,2203,200,Zilean,Kayn,Yasuo,Caitlyn,Yuumi,Camille,Udyr,Chogath,Kalista,Morgana
1,1,0,0,0,0,0,0,0,0,-461,229,-1475,525,-340,2347,200,Yasuo,Kayn,Katarina,Quinn,Renata,Jayce,Volibear,Jhin,Velkoz,Pyke
0,1,0,1,0,1,0,0,0,0,-1534,-1437,-1423,606,-121,1892,200,Garen,Evelynn,Khazix,Ezreal,Lux,Kayle,Viego,Yasuo,Caitlyn,Soraka
0,1,1,0,0,0,0,1,0,0,2763,787,928,-859,-2216,1860,100,Volibear,Nidalee,Qiyana,Sivir,Lulu,Teemo,Sejuani,Zoe,Ezreal,Pyke
0,2,0,1,0,0,1,0,0,0,-133,-296,-2982,-1323,1883,1381,200,Gnar,Hecarim,Katarina,Kaisa,Heimerdinger,Yone,Diana,Viktor,Tristana,Syndra
1,0,0,0,0,0,0,0,0,0,-1575,-1012,530,456,-423,1641,200,Yone,Jayce,Corki,Sivir,Swain,Nasus,Hecarim,Kassadin,Jinx,Renata
1,0,1,0,0,0,0,2,0,0,2805,43,-1303,-376,150,1661,200,Fiora,Hecarim,Ekko,Lucian,Thresh,Yone,DrMundo,Jayce,Jhin,Yuumi
2,0,1,0,1,0,0,1,0,2,283,1886,290,2920,1924,1599,100,Khazix,Tryndamere,Annie,Jhin,Lissandra,Trundle,Ekko,Orianna,Jinx,Soraka
1,1,0,0,1,0,0,0,0,0,-3020,167,-183,331,888,2458,100,Zac,Tryndamere,Yone,Zeri,Lux,Kled,Viego,Talon,KogMaw,Xerath
1,0,1,0,0,0,0,0,2,0,959,418,1958,1099,1723,1872,200,Aatrox,Amumu,Yasuo,Tristana,Lux,Garen,Mordekaiser,Viktor,Jinx,Poppy
0,1,0,1,1,0,0,0,0,0,-2805,232,170,-325,1321,2148,100,Sion,Ekko,Yasuo,Jinx,Senna,Darius,Shaco,Brand,Ezreal,Karma
0,1,1,0,0,0,0,0,1,0,370,541,845,-530,-194,2855,100,TahmKench,Taliyah,Ahri,Jinx,Shaco,Teemo,Graves,Leblanc,Ezreal,Annie
2,0,1,0,0,1,0,0,0,0,1375,-486,-3113,-252,499,2076,100,Renekton,Nocturne,Leblanc,Tristana,Galio,Yorick,Kindred,Lissandra,Ezreal,Nautilus
1,1,1,0,0,0,0,1,1,0,1341,2048,1618,-1159,1841,1443,100,Jax,Graves,Anivia,Lucian,Renata,Gangplank,LeeSin,Swain,Sylas,Taric
1,0,1,0,0,0,0,1,0,0,3062,1449,-421,-2262,-921,1798,100,Draven,Warwick,Ahri,Ashe,Nami,Volibear,Lillia,Ezreal,Kaisa,Pyke
2,0,1,0,0,0,0,0,1,0,-1404,1720,2464,-1560,-361,1965,100,Camille,Diana,Kindred,Ziggs,Senna,Irelia,FiddleSticks,Qiyana,Ashe,Janna
0,2,0,1,0,0,0,0,0,0,990,-460,-1063,898,1755,1367,100,Urgot,Viego,Kennen,Vayne,Morgana,Volibear,Graves,Qiyana,TwistedFate,Leblanc
0,1,0,0,1,0,1,0,0,0,-1576,-1807,-1002,-816,-1495,2141,200,Gnar,Amumu,Malzahar,MissFortune,Renata,Rumble,XinZhao,Yasuo,Samira,Ornn
0,1,1,0,0,0,0,1,0,0,1731,-782,-2638,-359,39,1286,200,Darius,JarvanIV,Karma,Vayne,Lulu,Urgot,Ekko,Zed,Ezreal,Nautilus
0,1,1,0,0,0,1,1,0,0,1732,22,80,-2854,-3927,1376,200,Aatrox,Vi,Cassiopeia,Ezreal,Thresh,Riven,Hecarim,Orianna,Jinx,Zilean
1,1,0,1,0,0,0,0,0,1,1085,-340,-2184,3084,2026,1436,100,Darius,Jax,Vex,Aphelios,Morgana,Urgot,Warwick,Sylas,Jhin,Sona
1,0,0,1,0,0,0,0,0,1,-1217,-1189,27,216,1219,2032,200,Teemo,Zac,Velkoz,Tristana,Senna,Jax,Ekko,Brand,Samira,Galio
0,1,1,0,0,0,0,0,0,0,704,317,-2213,-310,-38,1574,200,Jayce,Mordekaiser,Irelia,Xayah,Rakan,Darius,Udyr,Orianna,Caitlyn,Renata
1,1,1,0,0,0,0,0,1,0,-369,744,1288,-2008,-1489,2107,100,Aatrox,Lillia,Corki,Vayne,Nami,Camille,Khazix,TwistedFate,MissFortune,Blitzcrank
1,0,1,0,0,0,0,0,0,1,485,865,337,1827,1237,1667,100,TahmKench,Shaco,Irelia,Veigar,Zyra,Vladimir,MasterYi,Lux,Vayne,Braum
0,2,1,0,1,0,0,0,0,0,-1625,-386,-1997,74,447,1940,200,Nasus,Mordekaiser,Veigar,Ezreal,Pyke,Sion,Graves,Ryze,Kaisa,Karma
0,1,0,1,1,0,0,0,0,0,-3525,-702,-254,1701,509,2152,200,Ornn,Graves,Corki,Varus,Nautilus,Aatrox,Trundle,Orianna,Sivir,Shaco
0,2,0,0,1,0,0,0,0,0,-2355,-297,-51,-147,-811,1289,200,Volibear,Nocturne,Jayce,Ashe,Blitzcrank,Illaoi,Hecarim,Sylas,Vayne,Lux
1,1,1,0,0,0,0,0,0,0,211,1408,2686,-853,-13,2178,100,Vladimir,MasterYi,Ahri,Twitch,Janna,Urgot,Kindred,Lux,Lucian,Pyke
0,2,0,1,0,0,1,0,0,0,-223,325,327,-2136,-256,1536,200,Illaoi,Viego,Viktor,Kaisa,Thresh,Volibear,Hecarim,Zoe,Jinx,Teemo
0,1,0,1,0,0,1,0,0,0,726,-469,-721,-3176,-1401,1547,200,Fiora,Poppy,Ahri,Ezreal,Amumu,Vayne,LeeSin,Yone,Samira,Nautilus
1,0,1,0,0,0,0,1,0,0,3761,1958,414,365,932,1488,100,Graves,LeeSin,Fizz,Zeri,Lux,Urgot,Rammus,Qiyana,Draven,Nautilus
1,0,0,1,0,0,0,0,0,0,-306,348,493,-1724,-596,1869,200,Sion,MasterYi,Yone,Ezreal,Sona,Aatrox,Lillia,Malzahar,Zeri,Leona
1,0,0,0,0,0,0,0,0,1,500,569,-950,3026,129,1799,100,Shen,Hecarim,Yasuo,Tristana,Nautilus,Gangplank,MasterYi,Akali,Vayne,Yuumi
1,1,0,0,0,0,0,0,0,0,331,2025,15,847,935,1374,100,Trundle,Shaco,Yone,Jhin,Velkoz,Garen,XinZhao,Mordekaiser,Aphelios,Sona
1,1,0,1,0,0,0,1,0,0,2964,-82,-2176,676,-48,1638,100,Sett,Ivern,Yasuo,Draven,Brand,Jayce,Jax,Katarina,Veigar,Yuumi
0,2,0,1,0,0,0,0,0,0,1832,-1606,-259,-234,33,1495,200,Fiora,Morgana,Tristana,Jhin,Seraphine,Garen,Viego,Viktor,Jinx,Karma
1,1,0,1,1,0,0,0,0,0,-1959,-953,100,1190,-192,2060,200,Mordekaiser,Rammus,Nidalee,Jhin,Thresh,Fiora,Vi,Malzahar,Jinx,Nami
0,1,1,0,0,0,0,0,0,0,2148,1204,-1255,-1939,-866,2379,200,Gwen,Hecarim,Karma,Sivir,Lux,Gangplank,Nunu,TwistedFate,Draven,Volibear
2,0,0,1,0,1,0,0,0,0,-1194,774,-437,-1109,-136,1816,200,Qiyana,Ivern,Zed,Kaisa,Braum,Teemo,Amumu,Orianna,Vayne,Blitzcrank
1,1,0,1,0,1,0,0,0,0,-207,-750,-2144,-742,-735,2407,200,Illaoi,Kayn,Jayce,Vayne,Thresh,Garen,LeeSin,Orianna,Zeri,Nautilus
2,0,1,0,0,0,0,1,1,1,1409,2719,2739,3035,1771,956,100,Trundle,Nocturne,Viktor,Samira,Nautilus,Graves,Rammus,Vex,Ashe,Braum
0,1,1,0,0,0,0,0,0,0,1011,1233,992,-5,-297,1531,100,Gragas,Nocturne,TwistedFate,Jinx,Senna,Sett,Rammus,Viktor,Vayne,Swain
1,1,0,1,0,0,0,0,0,0,-1805,1753,67,151,47,1965,100,Jax,Diana,Veigar,Kaisa,Thresh,Tryndamere,Graves,Ryze,Jhin,Teemo
0,2,0,0,0,0,0,0,0,0,533,-1364,1254,-382,-419,1792,200,Kayle,Volibear,Karthus,Sivir,Janna,Pantheon,Graves,Vex,Caitlyn,Morgana
1,1,1,0,0,0,0,0,0,0,-89,-404,818,777,885,1812,100,Fiora,Nunu,Ahri,Jhin,Zyra,MonkeyKing,LeeSin,Syndra,Sivir,Yuumi
1,0,1,0,0,0,0,1,0,0,2042,520,-115,233,186,2444,100,Yorick,Hecarim,Leblanc,Ezreal,Morgana,Sion,Shaco,Ahri,Kaisa,Leona
1,1,0,0,0,0,0,0,0,0,228,-803,-335,-584,775,2545,100,Gangplank,Mordekaiser,Sylas,Ashe,Pyke,TahmKench,Nocturne,Velkoz,Jhin,Brand
0,2,1,0,0,0,1,1,0,0,769,-591,541,851,279,1334,100,Graves,MasterYi,Katarina,Jhin,Blitzcrank,Teemo,Udyr,Morgana,Jinx,Alistar
1,1,0,0,0,0,0,0,0,0,478,-91,325,488,-790,1927,100,Shen,JarvanIV,Vex,Lucian,Xerath,Sett,Kayn,Sylas,Kaisa,Taliyah
1,1,1,0,0,0,0,0,0,1,599,-1038,-1398,-632,271,2191,100,Darius,Vi,Akali,MissFortune,Senna,Mordekaiser,JarvanIV,Lissandra,Jinx,Morgana
0,2,0,1,1,0,0,0,0,0,69,-1272,-457,-908,659,1641,200,Darius,Kindred,Veigar,Ziggs,Senna,Sion,Vi,Corki,Samira,Leona
0,2,0,1,0,0,1,1,0,0,2462,-1276,-1577,-2169,-1376,1347,200,Aatrox,Warwick,Sylas,Ziggs,Nautilus,Fiora,Trundle,Cassiopeia,Jinx,MissFortune
1,1,1,0,0,0,0,0,0,0,-1991,43,-889,259,-821,1759,200,Kayle,Shaco,Veigar,Jhin,Janna,Gnar,Sion,Galio,Ezreal,Brand
1,1,0,1,1,0,1,0,0,0,-3751,-1650,1028,342,11,2122,200,Irelia,Morgana,Fizz,Lucian,Renata,Tryndamere,Khazix,Yone,Aphelios,Lux
1,0,0,1,0,0,0,1,0,0,1335,1860,605,2379,950,1465,100,Neeko,XinZhao,Pyke,Samira,Alistar,Illaoi,Graves,Corki,Ezreal,Soraka
1,0,0,1,0,0,0,0,0,0,1206,-337,-403,157,678,1698,100,TahmKench,Hecarim,Viktor,Xayah,Blitzcrank,Mordekaiser,Sejuani,Talon,Jinx,Zilean
0,2,0,1,0,0,1,0,0,0,-1773,-2809,282,-252,-965,954,200,Graves,Skarner,Singed,Fizz,Braum,Riven,Elise,Ekko,Jinx,Senna
0,1,0,1,2,2,0,0,0,0,-1575,1094,-3469,-1974,-526,1401,200,Fiora,Jax,Ahri,MissFortune,Zilean,Sett,MasterYi,Lux,Samira,Sylas
1,1,1,0,0,0,0,0,0,0,1447,-1206,12,-372,-750,1518,200,Camille,Nunu,Katarina,Ashe,Janna,Trundle,MasterYi,Anivia,Ezreal,Nautilus
0,1,1,0,0,0,1,0,1,0,2426,-2618,2653,-2391,-1335,1966,200,Sett,Viego,Ahri,Samira,Nautilus,Kayle,Garen,Sion,Sivir,Xerath
0,2,0,1,0,0,0,1,0,0,2428,517,321,2812,408,1454,100,Gwen,JarvanIV,Zilean,Draven,Thresh,Jayce,Khazix,Brand,Vayne,Morgana
2,0,1,0,0,0,0,0,0,0,816,2075,2582,303,-198,1269,100,Malphite,Hecarim,Yasuo,Sivir,Renata,Aatrox,TwistedFate,Gragas,Ezreal,DrMundo
2,0,1,0,0,0,0,2,0,0,2982,357,2505,3187,141,1528,100,Graves,Warwick,Fizz,Caitlyn,Nautilus,Kayle,Viego,Veigar,Jhin,Karthus
1,0,0,0,0,0,0,0,0,0,-1540,-85,32,2290,-223,1372,100,Malphite,Kindred,Ekko,Samira,Nautilus,Nasus,Kayn,Talon,Lucian,Karma
1,0,0,0,0,0,0,0,0,0,1039,-1813,464,-2652,124,1378,200,Jayce,Poppy,Zed,Jhin,Janna,Twitch,Kayn,Katarina,MissFortune,Seraphine
0,2,1,0,0,0,0,0,0,0,-573,-534,534,456,283,1742,200,Urgot,Morgana,Sylas,Tristana,Nautilus,Heimerdinger,Volibear,Viego,Ashe,Lux
1,0,0,1,0,0,0,0,0,0,943,-308,-445,118,-353,1479,100,Nasus,Graves,Neeko,Xayah,Rakan,Shen,Rengar,Corki,Caitlyn,Leona
0,2,0,1,1,1,0,0,0,0,-2579,-2817,-2355,-1395,-762,1261,200,Urgot,Sejuani,Nasus,Twitch,Nami,Mordekaiser,Graves,Ahri,Jhin,Blitzcrank
2,0,0,1,0,0,0,0,0,0,-669,1464,294,-813,1114,1810,100,Vayne,Trundle,Zed,Ashe,Pyke,MonkeyKing,Warwick,Malphite,Lucian,Yuumi
1,0,0,1,0,0,0,0,0,0,-198,799,213,-1269,572,1490,100,Garen,Hecarim,Swain,Jinx,Yuumi,Illaoi,Trundle,Qiyana,Samira,Soraka
2,0,1,0,0,0,0,0,1,0,1145,2520,-21,269,2269,1500,100,Kennen,Warwick,Xerath,Tristana,Anivia,Vayne,JarvanIV,Syndra,Caitlyn,Soraka
0,1,1,0,0,0,0,0,0,0,1252,-934,-301,-1394,-2431,1481,200,Jayce,Diana,Yasuo,Cassiopeia,Malphite,Gangplank,Khazix,Lux,Zeri,Morgana
0,2,0,1,0,0,0,0,0,0,650,-1238,-294,1018,1107,1944,200,Aatrox,Jax,Leblanc,Vayne,Thresh,Quinn,Viego,Viktor,Zeri,Seraphine
1,0,0,1,1,0,0,0,1,0,41,1178,1586,1049,-905,1563,100,Darius,Nocturne,Ekko,Aphelios,Nami,Aatrox,MasterYi,Zoe,Pyke,Veigar
0,1,0,0,0,0,0,0,0,0,-884,-3573,400,1578,-277,1729,100,Volibear,Viego,Morgana,Xayah,Seraphine,Yone,Udyr,Akali,MissFortune,Senna
1,0,1,0,0,0,0,0,0,0,-416,95,1185,-2851,-1476,1813,200,Sylas,Mordekaiser,MissFortune,Zeri,Janna,Camille,Hecarim,Ryze,Caitlyn,Blitzcrank
1,1,0,1,0,0,0,0,0,1,372,-654,94,1991,2691,1519,100,Yasuo,Evelynn,Ryze,Jinx,Nami,Kayle,XinZhao,Kaisa,Jhin,Soraka
1,0,0,1,1,0,1,0,0,0,-2328,-1540,156,-2664,-774,1210,200,Malphite,LeeSin,Kayle,Kaisa,Morgana,Pantheon,MasterYi,Veigar,Lucian,Taric
2,0,1,0,0,0,0,1,0,0,282,-123,1413,-867,983,1983,200,Sion,LeeSin,Katarina,Jhin,Karma,Riven,JarvanIV,Akali,Twitch,Xerath
1,0,0,1,0,0,0,0,0,0,-165,-568,-864,-422,257,1602,100,Jayce,Nocturne,Darius,Ashe,Renata,Quinn,Warwick,Vladimir,Vayne,Lulu
0,2,0,1,0,0,0,0,0,0,-1103,-1173,-63,-1681,-376,1527,200,Gangplank,Shyvana,Lux,Kaisa,Senna,Sett,Trundle,Annie,Draven,Vex
1,0,0,1,1,0,0,0,0,1,-449,-91,1823,2781,538,1468,100,Riven,Lillia,Yone,KogMaw,Seraphine,Sett,Hecarim,Vex,Twitch,Zilean
2,0,1,0,0,0,0,0,0,1,-320,-1158,-1171,2547,1979,1642,100,Tryndamere,Volibear,Ahri,Kaisa,Karma,Heimerdinger,Nocturne,Viktor,Ezreal,Bard
1,1,1,0,0,0,0,0,0,0,2621,34,-215,-1062,-504,1793,100,Vladimir,Khazix,Zed,Aphelios,Yuumi,Gragas,Graves,Talon,Zeri,Sona
1,0,1,0,0,0,0,0,0,0,-71,535,2512,339,-159,1577,100,Shen,Volibear,Vex,Ezreal,Pyke,Camille,Talon,Kaisa,Ashe,Janna
1,0,0,0,0,0,0,1,0,0,2529,-1018,-1803,-1712,224,1908,100,Sion,Shyvana,Lucian,Jinx,Alistar,Quinn,Graves,Zoe,Kaisa,Zilean
1,0,1,0,0,0,0,0,1,0,298,1635,2096,643,1141,2084,200,Teemo,Hecarim,Ahri,Jinx,Sona,TahmKench,Kayn,Corki,Vayne,Soraka
1,0,1,0,0,0,0,0,0,0,277,504,1157,1351,931,1148,100,Shen,Rengar,Sylas,MissFortune,Zyra,Vayne,Nunu,Ahri,Ashe,Morgana
0,1,0,1,0,0,0,0,0,0,719,585,-106,-652,-382,2546,100,Ornn,Graves,Orianna,Ezreal,Blitzcrank,Teemo,MasterYi,Veigar,MissFortune,Thresh
2,0,0,0,0,0,0,0,1,0,-1053,1237,4062,1198,820,1541,100,Malphite,Zac,Cassiopeia,Ezreal,Seraphine,Nasus,Graves,Syndra,Vayne,Nami
0,1,0,0,0,0,0,0,1,0,-1357,-510,2472,-2335,-745,1904,200,Sion,Shaco,Viktor,Ashe,Bard,Vladimir,Rengar,Veigar,MissFortune,Nautilus
0,0,0,1,0,0,0,1,0,0,2559,720,-1973,-1451,-418,1974,100,Akali,Kayn,Azir,Twitch,Lulu,Yone,Talon,Zed,Ezreal,Xerath
0,2,0,1,0,0,0,0,0,0,-602,144,779,520,969,1756,100,Trundle,MasterYi,Kaisa,Veigar,Senna,Mordekaiser,Teemo,Vex,Lucian,Thresh
2,0,1,0,0,0,0,0,0,0,316,1232,1220,551,939,1690,100,Ornn,RekSai,Katarina,Jhin,Thresh,Illaoi,LeeSin,Lux,Jinx,Braum
0,0,1,0,0,0,0,0,0,0,709,336,1904,-20,527,1505,100,Camille,Poppy,Yone,Ezreal,Taliyah,Aatrox,Rammus,Yasuo,Caitlyn,Lux
2,0,1,0,0,0,0,1,0,1,3747,2157,876,907,1383,1222,100,Tryndamere,Diana,Yasuo,Draven,Zyra,Renekton,JarvanIV,Viktor,MissFortune,Sona
0,1,0,1,0,1,0,0,0,0,-2381,874,2846,-387,-134,2406,100,Malphite,Ekko,Pyke,Caitlyn,Nautilus,Nocturne,Mordekaiser,Ahri,Jinx,Lulu
1,0,0,0,0,0,1,0,0,0,-375,-1240,1189,-2162,-650,1799,200,Graves,Diana,Pantheon,Jinx,Renata,Yone,Soraka,Nautilus,MissFortune,Zac
1,0,1,0,0,0,0,1,1,0,3672,267,677,1143,875,1677,100,Tryndamere,Malphite,Yasuo,Varus,Blitzcrank,Illaoi,Khazix,Malzahar,Kaisa,Senna
1,0,1,0,0,0,0,0,0,1,-1699,-453,-285,1993,1654,1962,100,Corki,Kindred,Qiyana,Caitlyn,Brand,Mordekaiser,Graves,Zoe,Kaisa,Rakan
1,0,0,1,1,0,0,0,0,1,-3083,278,1726,1372,748,1737,100,Mordekaiser,LeeSin,Yasuo,Caitlyn,Thresh,Kled,Volibear,Kayle,Soraka,Vayne
0,1,1,0,0,0,0,1,1,0,1975,212,3799,2971,282,1220,100,Sett,Evelynn,Jayce,Jhin,Velkoz,XinZhao,Shyvana,Leblanc,Ezreal,Blitzcrank
1,0,0,1,0,1,0,0,0,0,-531,280,-3590,-1317,-1045,1744,200,Aatrox,Viego,Sylas,Ezreal,Pyke,Sett,Shaco,Lux,Tristana,Zyra
0,1,1,0,1,0,0,0,0,0,-2856,-663,2134,89,2141,1985,100,Riven,Udyr,Veigar,Caitlyn,Karma,Renekton,Graves,Viktor,Tristana,Pyke
2,0,1,0,0,0,0,1,0,0,1473,2344,-454,296,2116,1668,100,Teemo,Warwick,Lux,Vayne,Pyke,Darius,Amumu,Ryze,MissFortune,Zilean
1,0,1,0,0,0,0,0,1,0,1396,-1088,1208,1683,13,1273,100,Tryndamere,Khazix,Neeko,Lucian,Yuumi,Jax,RekSai,Vladimir,Jinx,Braum
0,2,1,0,0,0,0,0,0,0,313,-1370,-863,-479,1069,1926,200,Nasus,Vi,Tryndamere,Tristana,Zyra,Azir,Volibear,Yasuo,Samira,Leona
